code,name,federation_code,no,gender,noevent,start_date,end_date
M16SACT1,1ª ETAPA CSVP - Limoeiro,BRA,3349,0,0,2016-01-22,2016-01-24
F16SACT2,ETAPA CSVP - Esmeraldas (Cancelado),,3350,1,0,2016-02-05,2016-02-07
M16SACT2,ETAPA CSVP - Esmeraldas (Cancelado),,3351,0,0,2016-02-05,2016-02-07
F16SACT3,2ª ETAPA CSVP - Coquimbo,CHI,3352,1,0,2016-02-12,2016-02-14
M16SACT3,2ª ETAPA CSVP - Coquimbo,CHI,3353,0,0,2016-02-12,2016-02-14
F16SACT4,3ª ETAPA CSVP - Ancón,PER,3354,1,0,2016-02-19,2016-02-21
M16SACT4,3ª ETAPA CSVP - Ancón,PER,3355,0,0,2016-02-19,2016-02-21
F16SACT5,5ª ETAPA CSVP - Buenos Aires,,3356,1,0,2016-04-01,2016-04-03
M16SACT5,5ª ETAPA CSVP - Buenos Aires,,3357,0,0,2016-04-01,2016-04-03
MCC16NO2,INTERZONAL PHASE ECVA-CAZOVA,ANT,3358,0,0,2016-01-22,2016-01-24
NQAT0116,Doha,QAT,3359,0,0,2016-01-27,2016-01-28
NQAT0216,Doha,QAT,3360,0,0,2016-02-03,2016-02-04
NQAT0316,Doha,QAT,3361,0,0,2016-02-09,2016-02-11
NQAT0416,Doha,,3362,0,0,2016-06-01,2016-06-02
NQAT0516,Doha,,3363,0,0,2016-06-15,2016-06-16
NAUS0116,"Glenelg Beach, SA",,3364,0,0,2016-01-09,2016-01-10
NAUS0216,"Glenelg Beach, SA",,3365,1,0,2016-01-09,2016-01-10
NAUS0316,"Surfers Paradise Beach, QLD",,3366,0,0,2016-01-16,2016-01-17
NAUS0416,"Surfers Paradise Beach, QLD",,3367,1,0,2016-01-16,2016-01-17
NAUS0516,"Surfers Paradise Beach, QLD",,3368,0,0,2016-01-23,2016-01-25
NAUS0616,"Surfers Paradise Beach, QLD",,3369,1,0,2016-01-23,2016-01-25
NAUS0716,"Scarborough Beach, WA",,3370,0,0,2016-02-05,2016-02-07
NAUS0816,"Scarborough Beach, WA",,3371,1,0,2016-02-05,2016-02-07
NAUS0916,"South Melbourne, VIS",,3372,0,0,2016-02-13,2016-02-14
NAUS1016,"South Melbourne, VIC",,3373,1,0,2016-02-13,2016-02-14
NAUS1116,Manly Beach,,3374,0,0,2016-02-20,2016-02-21
NAUS1216,Manly Beach,,3375,1,0,2016-02-20,2016-02-21
NAUS1316,Manly Beach,,3376,0,0,2016-03-18,2016-03-20
NAUS1416,Manly Beach,,3377,1,0,2016-03-18,2016-03-20
MCC16N02,GUATEMALA,GUA,3378,0,0,2016-03-11,2016-03-13
WCT16N01,GUATEMALA,,3379,1,0,2016-03-11,2016-03-13
AVCU21M,1st asian U21 Championship,,3380,0,0,2016-03-01,2016-03-03
AVCU21W,1st asian U21 Championship,,3381,1,0,2016-03-01,2016-03-03
ACHM2016,2016 Asian Sr.Beach Championship,,3382,0,0,2016-03-24,2016-03-28
ACHW2016,2016 Asian Sr.Beach Championship,,3383,1,0,2016-03-24,2016-03-28
MBVAU17,CEV U17 Continental Cup - BVA,,3384,0,0,2016-04-02,2016-04-03
WBVAU17,CEV U17 Continental Cup - BVA,,3385,1,0,2016-04-02,2016-04-03
MEEVZU17,CEV U17 Continental Cup - EEVZA,,3386,0,0,2016-06-04,2016-06-05
WEEVZU17,CEV U17 Continental Cup - EEVZA,,3387,1,0,2016-06-04,2016-06-05
NBRA0116,NITEROI,,3388,0,0,2016-01-28,2016-01-31
NBRA0216,NITEROI,,3389,1,0,2016-01-28,2016-01-31
NBRA0316,NATAL,,3390,0,0,2016-02-18,2016-02-21
NBRA0416,NATAL,,3391,1,0,2016-02-18,2016-02-21
MCTPAN15,Pan American Games 2015,,3392,0,0,2015-07-13,2015-07-21
WCTPAN15,Pan American Games 2015,,3393,1,0,2015-07-13,2015-07-21
NBRA0516,FORTALEZA,,3394,0,0,2016-04-21,2016-04-24
NBRA0616,FORTALEZA,,3395,1,0,2016-04-21,2016-04-24
NBRA0716,JOAO PESSOA,,3396,0,0,2016-05-05,2016-05-08
NBRA0816,JOAO PESSOA,,3397,1,0,2016-05-05,2016-05-08
SONW2016,Thailand Songkhla Open-Women's Tournament,THA,3398,1,0,2016-04-14,2016-04-16
SONM2016,Thailand Songkhla Open - Men's Tournament,THA,3399,0,0,2016-04-14,2016-04-16
AVCUW17,1st asian U17 Championship,,3401,1,0,2016-05-06,2016-05-08
AVCMU17,1st asian U17 Championship,,3402,0,0,2016-05-06,2016-05-08
AVCMU19,1st asian U19 Championship,,3403,0,0,2016-05-20,2016-05-22
AVCWU19,1st asian U19 Championship,,3404,1,0,2016-05-20,2016-05-22
NSUI0116,ZURICH,SUI,3405,0,0,2016-04-08,2016-04-10
NSUI0216,ZURICH,SUI,3406,1,0,2016-04-07,2016-04-09
NSUI0316,LOCARNO,SUI,3407,0,0,2016-05-13,2016-05-16
NSUI0416,LOCARNO,SUI,3408,1,0,2016-05-13,2016-05-16
NSUI05/1,OLTEN,,3409,0,0,2016-05-26,2016-05-29
NSUI0616,OLTEN,,3410,1,0,2016-05-26,2016-05-29
NSUI0716,GENF,,3411,0,0,2016-06-23,2016-06-26
NSUI0816,GENF,,3412,1,0,2016-06-23,2016-06-26
NSUI0916,BASEL,,3413,0,0,2016-07-30,2016-08-02
NSUI1016,BASEL,,3414,1,0,2016-07-30,2016-08-02
NSUI1116,RORSCHACH,,3415,0,0,2016-08-18,2016-08-21
NSUI1216,RORSCHACH,,3416,1,0,2016-08-18,2016-08-21
NSUI1316,BERN,,3417,0,0,2016-08-31,2016-09-02
NSUI1416,BERN,,3418,1,0,2016-08-31,2016-09-02
NSUI1516,BRIG(cancelled),,3419,1,0,2016-06-04,2016-06-04
NSUI1616,DELEMONT(cancelled),,3420,1,0,2016-06-18,2016-06-18
NSUI1716,DELEMONT,,3421,0,0,2016-06-19,2016-06-19
WANK2016,CEV Satellite Ankara,TUR,3422,1,0,2016-05-27,2016-05-29
WVIL2016,CEV Satellite Vilnius,LTU,3423,1,411,2016-06-10,2016-06-12
WBAD2016,CEV Satellite Baden,AUT,3424,1,412,2016-06-10,2016-06-11
MBAD2016,CEV Satellite Baden,AUT,3425,0,412,2016-06-10,2016-06-12
WTIM2016,CEV Satellite Timisoara,ROU,3426,1,415,2016-07-07,2016-07-09
WVAD2016,CEV Satellite Vaduz,LIE,3427,1,418,2016-07-21,2016-07-23
MVAD2016,CEV Satellite Vaduz,LIE,3428,0,418,2016-07-22,2016-07-24
WKIS2016,CEV Satellite Kisakallio,FIN,3429,1,419,2016-08-26,2016-08-28
WJUR2016,CEV Jurmala Masters,LAT,3430,1,420,2016-09-02,2016-09-04
MJUR2016,CEV Jurmala Masters,LAT,3431,0,420,2016-09-02,2016-09-04
WBRN2016,CEV U18 ECH - Brno,CZE,3432,1,0,2016-08-11,2016-08-14
MBRN2016,CEV U18 ECH - Brno,CZE,3433,0,0,2016-08-11,2016-08-14
WAYT2016,CEV U20 ECH - Antalya,TUR,3434,1,0,2016-06-16,2016-06-19
MAYT2016,CEV U20 ECH - Antalya,TUR,3435,0,0,2016-06-16,2016-06-19
WTHE2016,CEV U22 ECH - Thessaloniki,GRE,3436,1,0,2016-08-25,2016-08-28
MTHE2016,CEV U22 ECH - Thessaloniki,GRE,3437,0,0,2016-08-25,2016-08-28
M16SACT6,4ª ETAPA CSVP - Cartagena,COL,3438,0,0,2016-03-25,2016-03-27
F16SACT6,4ª ETAPA CSVP - Cartagena,COL,3439,1,0,2016-03-25,2016-03-27
M16SACT7,6ª ETAPA CSVP - Buenos Aires,ARG,3440,0,0,2016-04-08,2016-04-10
F16SACT7,6ª ETAPA CSVP - Buenos Aires,,3441,1,0,2016-04-08,2016-04-10
WCT1602,Guaimas Sonora,MEX,3442,1,0,2016-04-01,2016-04-03
MCT1602,Guaimas Sonora,MEX,3443,0,0,2016-04-01,2016-04-03
F16SACT8,7ª ETAPA CSVP - Asunción,,3444,1,0,2016-04-15,2016-04-17
M16SACT8,7ª ETAPA CSVP - Asunción,PAR,3445,0,0,2016-04-15,2016-04-17
WCT1603,LA PAZ BAJA CALIFORNIA SUR,,3446,1,0,2016-04-08,2016-04-10
MCT1603,LA PAZ BAJA CALIFORNIA SUR,MEX,3447,0,0,2016-04-08,2016-04-10
M16SACT9,8ª ETAPA CSVP - Santa Cruz,,3448,0,0,2016-05-06,2016-05-08
F16SACT9,8ª ETAPA CSVP - Santa Cruz,,3449,1,0,2016-05-06,2016-05-08
NCZE0116,Praha,,3450,0,0,2016-03-18,2016-03-19
NCZE0216,Brno,,3451,1,0,2016-03-26,2016-03-27
NCZE0316,Praha,,3452,0,0,2016-04-08,2016-04-09
NCZE0416,Praha,,3453,1,0,2016-04-08,2016-04-09
NCZE0516,Praha,,3454,0,0,2016-05-28,2016-05-29
NCZE0616,Praha,,3455,1,0,2016-05-28,2016-05-29
NCZE0716,Praha,,3456,0,0,2016-04-02,2016-04-03
NCZE0816,Praha,,3457,1,0,2016-04-02,2016-04-03
NCZE0916,Praha,,3458,0,0,2016-06-04,2016-06-05
NCZE1016,Praha,,3459,1,0,2016-06-04,2016-06-05
NCZE1116,Praha,,3460,0,0,2016-06-10,2016-06-12
NCZE1216,Praha,,3461,1,0,2016-06-10,2016-06-12
NCZE1316,Praha,,3462,0,0,2016-06-18,2016-06-19
NCZE1416,Praha,,3463,0,0,2016-07-02,2016-07-03
NCZE1516,Opava,,3464,1,0,2016-07-02,2016-07-03
NCZE1616,UHERSKE HRADISTE,,3465,0,0,2016-07-09,2016-07-10
NCZE1716,CHODOV,,3466,1,0,2016-07-09,2016-07-10
NCZE1816,TBC,,3467,0,0,2016-07-15,2016-07-17
NCZE1916,TBC,,3468,1,0,2016-07-15,2016-07-17
NCZE2016,Praha,,3469,0,0,2016-07-23,2016-07-24
NCZE2116,TBC,,3470,0,0,2016-07-23,2016-07-24
NCZE2216,TBC,,3471,1,0,2016-07-23,2016-07-24
NCZE2316,TBC,,3472,0,0,2016-08-05,2016-08-07
NCZE2416,TBC,,3473,1,0,2016-08-05,2016-08-07
NCZE2516,Praha,,3474,0,0,2016-08-24,2016-08-26
NCZE2616,Praha,,3475,1,0,2016-08-24,2016-08-26
NCZE2716,Praha,,3476,0,0,2016-04-02,2016-04-03
NCZE2816,Praha,CZE,3477,1,0,2016-04-02,2016-04-03
NITA0116,Monopoli,,3478,0,0,2016-03-19,2016-03-20
NITA0216,Monopoli,,3479,1,0,2016-03-19,2016-03-20
NITA0316,SPOTORNO,,3480,0,0,2016-04-15,2016-04-16
NITA0416,SPOTORNO,,3481,1,0,2016-04-15,2016-04-16
SATM2016,Satun Pak Bara Open Men's tournament,THA,3482,0,0,2016-04-09,2016-04-11
SATW2016,Satun Pak Bara Open Women's tournament,THA,3483,1,0,2016-04-09,2016-04-11
MSPI2016,CEV Snow Tour - Špindlerův Mlýn,CZE,3484,0,0,2016-03-12,2016-03-13
WSPI2016,CEV Snow Tour - Špindlerův Mlýn,CZE,3485,1,0,2016-03-12,2016-03-13
MWAG2016,CEV Snow Tour - Wagrain-Kleinarl,AUT,3486,0,0,2016-03-19,2016-03-20
WWAG2016,CEV Snow Tour - Wagrain-Kleinarl,AUT,3487,1,0,2016-03-19,2016-03-20
MKRO2016,CEV Snow Tour - Kronplatz / Plan de Corones,ITA,3488,0,0,2016-04-02,2016-04-03
WKRO2016,CEV Snow Tour - Kronplatz / Plan de Corones,ITA,3489,1,0,2016-04-02,2016-04-03
PALM2016,Men's AVC Beach tour Palembang Open,INA,3490,0,0,2016-04-20,2016-04-23
PALW2016,Women's AVC Beach tour Palembang Open,INA,3491,1,0,2016-04-20,2016-04-23
VIEW2016,AVC Beach Tour Halong Open,VIE,3492,1,0,2016-04-28,2016-05-01
WCT16NO4,COSTA RICA,,3493,1,0,2016-04-15,2016-04-17
MCT16NO4,COSTA RICA,,3494,0,0,2016-04-15,2016-04-17
WCT16NO5,CAYMAN ISLANDS,,3495,1,0,2016-04-22,2016-04-24
MCT16NO5,CAYMAN ISLANDS,,3496,0,0,2016-04-22,2016-04-24
WCT16NO6,DOMINICAN REPUBLIC,,3497,1,0,2016-04-29,2016-05-01
MCT16NO6,DOMINICAN REPUBLIC,,3498,0,0,2016-04-29,2016-05-01
NGER0116,Munster,,3499,1,0,2016-04-29,2016-05-01
NGER0216,Munster,,3500,0,0,2016-04-29,2016-05-01
NGER0316,Hamburg,,3501,1,0,2016-06-03,2016-06-05
NGER0416,Hamburg,,3502,0,0,2016-06-03,2016-06-05
NGER0516,Dresden,,3503,1,0,2016-06-17,2016-06-18
NGER0616,Dresden,,3504,0,0,2016-06-17,2016-06-18
NGER0716,Jena,,3505,1,0,2016-06-24,2016-06-26
NGER0816,Jena,,3506,0,0,2016-06-24,2016-06-26
NGER0916,Duisburg,,3507,1,0,2016-07-01,2016-07-03
NGER1016,Duisburg,,3508,0,0,2016-07-01,2016-07-03
NGER1116,Binz,,3509,1,0,2016-07-15,2016-07-17
NGER1216,Binz,,3510,0,0,2016-07-15,2016-07-17
NGER1316,St.Peter Ording,,3511,1,0,2016-07-29,2016-07-31
NGER1416,St.Peter Ording,,3512,0,0,2016-07-29,2016-07-31
NGER1516,Kuhlungsborn,,3513,1,0,2016-08-26,2016-08-28
NGER1616,Kuhlungsborn,,3514,0,0,2016-08-26,2016-08-28
NGER1716,Timmendorfer,,3515,1,0,2016-09-08,2016-09-11
NGER1816,Timmendorfer,,3516,0,0,2016-09-08,2016-09-11
VIEO2016,AVC Beach Tour Can Tho Open,VIE,3517,1,0,2016-05-04,2016-05-07
CCSF2016,AVC Beach Continental Cup Semi Final,THA,3518,0,0,2016-05-12,2016-05-14
CCSW2016,AVC Beach Continental Cup Semi Final,,3519,1,0,2016-05-12,2016-05-14
NCHN0116,"WENCHANG, HAINAN",,3520,0,0,2016-03-28,2016-03-30
NCHN0216,"WENCHANG, HAINAN",,3521,1,0,2016-03-28,2016-03-30
NCHN0316,"XIAMEN, FUJIAN",,3522,0,0,2016-04-27,2016-04-30
NCHN0416,"XIAMEN, FUJIAN",,3523,1,0,2016-04-27,2016-04-30
NCHN0516,"QUJING, YUNNAN",,3524,0,0,2016-06-02,2016-06-05
NCHN0616,"QUJING, YUNNAN",,3525,1,0,2016-06-02,2016-06-05
NCHN0716,"WUZHONG, NINGXIA",,3526,0,0,2016-06-16,2016-06-19
NCHN0816,"WUZHONG, NINGXIA",,3527,1,0,2016-06-16,2016-06-19
NCHN1116,"DUNHUANG, GANSU",,3528,0,0,2016-06-23,2016-06-26
NCHN1216,"DUNHUANG, GANSU",,3529,1,0,2016-06-23,2016-06-26
NCHN1316,"URUMUQI, XINJIANG",,3530,0,0,2016-06-30,2016-07-03
NCHN1416,"URUMUQI, XINJIANG",,3531,1,0,2016-06-30,2016-07-03
NCHN1516,"LUOHE, HENAN",,3532,0,0,2016-08-05,2016-08-07
NCHN1616,"LUOHE, HENAN",,3533,1,0,2016-08-05,2016-08-07
NCHN1716,"SHENYANG, LIAONING",,3534,0,0,2016-08-05,2016-08-07
NCHN1816,"SHENYANG, LIAONING",,3535,1,0,2016-08-05,2016-08-07
NCHN1916,"WENDENG, SHANDONG",,3536,0,0,2016-09-01,2016-09-04
NCHN2016,"WENDENG, SHANDONG",,3537,1,0,2016-09-01,2016-09-04
NCHN2116,"SHENGSI, ZHEJIANG",,3538,0,0,2016-10-11,2016-10-14
NCHN2216,"SHENGSI, ZHEJIANG",,3539,1,0,2016-10-11,2016-10-14
NCHN2316,GUANDONG,,3540,0,0,2016-10-11,2016-10-14
NCHN2416,GUANDONG,,3541,1,0,2016-10-11,2016-10-14
NJPN0116,TOKYO,,3542,0,0,2016-05-03,2016-05-05
NJPN0216,TOKYO,,3543,1,0,2016-05-03,2016-05-05
NJPN0316,SHIMA,,3544,0,0,2016-06-18,2016-06-19
NJPN0416,SHIMA,,3545,1,0,2016-06-18,2016-06-19
NJPN0516,MINAMIAWAJI,,3546,0,0,2016-07-25,2016-07-26
NJPN0616,MINAMIAWAJI,,3547,1,0,2016-06-25,2016-06-26
NJPN0716,TOKYO,,3548,0,0,2016-07-01,2016-07-03
NJPN0816,TOKYO,,3549,1,0,2016-07-01,2016-07-03
CCFM2016,AVC Beach Continental Cup Final,,3550,0,0,2016-06-24,2016-06-26
CCFW2016,AVC Beach Continental Cup Final,,3551,1,0,2016-06-20,2016-06-26
MCC16N03,INTERZONAL PHASE ECVA-CAZOVA-AFECAVOL,LCA,3552,0,0,2016-05-27,2016-05-29
WCC16N03,INTERZONAL PHASE ECVA-CAZOVA-AFECAVOL,ESA,3553,1,0,2016-05-13,2016-05-15
WCC16WF,African Olympic Women FINAL 2016,,3554,1,0,2016-04-14,2016-04-17
NJPN0916,Yukuhashi,,3555,0,0,2016-07-17,2016-07-18
NJPN1016,Yukuhashi,,3556,1,0,2016-07-17,2016-07-18
NJPN1116,Oarai,,3557,0,0,2016-07-23,2016-07-24
NJPN1216,Oarai,,3558,1,0,2016-07-23,2016-07-24
NJPN1316,Wakasaobama,,3559,0,0,2016-08-06,2016-08-07
NJPN1416,Wakasaobama,,3560,1,0,2016-08-06,2016-08-07
NJPN1516,Iyo,,3561,0,0,2016-09-03,2016-09-04
NJPN1616,Iyo,,3562,1,0,2016-09-03,2016-09-04
NJPN1716,TOKYO,,3563,0,0,2016-09-17,2016-09-19
NJPN1816,TOKYO,,3564,1,0,2016-09-17,2016-09-19
NJPN1916,MIYAZAKI,,3565,0,0,2016-09-23,2016-09-25
NJPN2016,MIYAZAKI,,3566,1,0,2016-09-23,2016-09-25
NJPN2116,Kawasaki,,3567,0,0,2016-10-07,2016-10-09
NJPN2216,Wakasaobama,,3568,1,0,2016-10-07,2016-10-09
NJPN2316,Hiratsuka,,3569,0,0,2016-10-22,2016-10-23
NJPN2416,Hiratsuka,,3570,1,0,2016-10-22,2016-10-23
NJPN2516,Osaka,,3571,0,0,2016-10-01,2016-10-02
NJPN2616,Osaka,,3572,1,0,2016-10-01,2016-10-02
NBEL0116,Brussels,,3573,0,0,2016-05-07,2016-05-08
NBEL0216,Brussels,,3574,1,0,2016-05-07,2016-05-08
NBEL0316,HECHTEL-EKSEL,,3575,0,0,2016-05-21,2016-05-22
NBEL0416,HECHTEL-EKSEL,,3576,1,0,2016-05-21,2016-05-22
NBEL0516,GENT,,3577,0,0,2016-05-28,2016-05-29
NBEL0616,GENT,,3578,1,0,2016-05-28,2016-05-29
NBEL0716,KORTRIJK,,3579,0,0,2016-06-04,2016-06-05
NBEL0816,KORTRIJK,,3580,1,0,2016-06-04,2016-06-05
NBEL0916,LEPER,,3581,0,0,2016-06-11,2016-06-12
NBEL1016,LEPER,,3582,1,0,2016-06-11,2016-06-12
NBEL1116,TERVUREN,,3583,0,0,2016-06-18,2016-06-19
NBEL1216,TERVUREN,,3584,1,0,2016-06-18,2016-06-19
NBEL1316,SINT NIKLAAS,,3585,0,0,2016-06-25,2016-06-26
NBEL1416,SINT NIKLAAS,,3586,1,0,2016-06-25,2016-06-26
NBEL1516,ROESELARE,,3587,0,0,2016-07-02,2016-07-03
NBEL1616,ROESELARE,,3588,1,0,2016-07-02,2016-07-03
NBEL1716,AALST,,3589,0,0,2016-07-09,2016-07-10
NBEL1816,AALST,,3590,1,0,2016-07-09,2016-07-10
NBEL1916,MENEN,,3591,0,0,2016-07-16,2016-07-17
NBEL2016,MENEN,,3592,1,0,2016-07-16,2016-07-17
NBEL2116,LEUVEN,,3593,0,0,2016-07-23,2016-07-24
NBEL2216,LEUVEN,,3594,1,0,2016-09-23,2016-09-24
NBEL2316,MAASEIK,,3595,0,0,2016-07-30,2016-07-31
NBEL2416,MAASEIK,,3596,1,0,2016-07-30,2016-07-31
NBEL2516,KNOKKE-HEIST,,3597,0,0,2016-08-05,2016-08-07
NBEL2616,KNOKKE-HEIST,,3598,1,0,2016-08-05,2016-08-07
NNED0116,Arnhem,,3599,0,0,2016-05-28,2016-05-29
NNED0216,Arnhem,,3600,1,0,2016-05-28,2016-05-29
NNED0316,VLISSINGEN,,3601,0,0,2016-06-04,2016-06-05
NNED0416,VLISSINGEN,,3602,1,0,2016-06-04,2016-06-05
NNED0516,UTRECHT,,3603,0,0,2016-06-11,2016-06-12
NNED0616,UTRECHT,,3604,1,0,2016-06-11,2016-06-12
NNED0716,Amsterdam,,3605,0,0,2016-06-17,2016-06-19
NNED0816,Amsterdam,,3606,1,0,2016-06-17,2016-06-19
NNED0916,AMELAND,,3607,0,0,2016-06-25,2016-06-26
NNED1016,AMELAND,,3608,1,0,2016-06-25,2016-06-26
NNED1116,SCHEVENINGEN,,3609,0,0,2016-07-23,2016-07-24
NNED1216,SCHEVENINGEN,,3610,1,0,2016-07-23,2016-07-24
NNED1316,VROUWENPOLDER,,3611,0,0,2016-07-30,2016-07-31
NNED1416,VROUWENPOLDER,,3612,1,0,2016-08-01,2016-08-01
NNED1516,SCHEVENINGEN,,3613,0,0,2016-08-20,2016-08-21
NNED1616,SCHEVENINGEN,,3614,1,0,2016-08-20,2016-08-21
NFRA0116,DIJON,,3615,0,0,2016-05-06,2016-05-08
NFRA0216,ORLEANS,,3616,0,0,2016-06-04,2016-06-05
NFRA0316,ORLEANS,,3617,1,0,2016-06-04,2016-06-05
NFRA0416,TORCY,,3618,1,0,2016-06-11,2016-06-12
NFRA0516,IL DE RE,,3619,0,0,2016-06-24,2016-06-26
NFRA0616,IL DE RE,,3620,1,0,2016-06-24,2016-06-26
NFRA0716,LE TOUQUET PARIS-PLAGE,,3621,0,0,2016-07-09,2016-07-10
NFRA0816,LE TOUQUET PARIS-PLAGE,,3622,1,0,2016-07-09,2016-07-10
NFRA0916,ST QUAY PORTRIEUX,,3623,0,0,2016-07-28,2016-07-31
NFRA1016,ST QUAY PORTRIEUX,,3624,1,0,2016-07-28,2016-07-31
NESP0116,CIVP LORCA,,3625,0,0,2016-04-29,2016-05-01
NESP0216,CIVP LORCA,,3626,1,0,2016-04-29,2016-05-01
NESP0316,MADRID,ESP,3627,0,0,2016-06-17,2016-06-19
NESP0416,MADRID,ESP,3628,1,0,2016-06-17,2016-06-19
NESP0516,CIVP LORCA ,,3629,0,0,2016-07-01,2016-07-03
NESP0616,CIVP LORCA ,,3630,1,0,2016-07-01,2016-07-03
NESP0716,VALENCIA,ESP,3631,0,0,2016-07-08,2016-07-10
NESP0816,VALENCIA,ESP,3632,1,0,2016-07-08,2016-07-10
NESP0916,LAREDO,ESP,3633,0,0,2016-07-22,2016-07-24
NESP1016,LAREDO,ESP,3634,1,0,2016-07-22,2016-07-24
NESP1116,ARONA ,,3635,0,0,2016-07-21,2016-07-23
NESP1216,ARONA ,,3636,1,0,2016-07-21,2016-07-23
NESP1316,DUMBRIA,,3637,0,0,2016-07-29,2016-07-31
NESP1416,DUMBRIA ,,3638,1,0,2016-07-29,2016-07-31
NESP1516,TARRAGONA,ESP,3639,0,0,2016-08-12,2016-08-14
NESP1616,TARRAGONA,ESP,3640,1,0,2016-08-12,2016-08-14
NESP1716,CIVP LORCA (U19),,3641,0,0,2016-08-13,2016-08-15
NESP1816,CIVP LORCA (U19),,3642,1,0,2016-08-14,2016-08-16
NESP1916,ALICANTE,,3643,0,0,2016-08-19,2016-08-21
NESP2016,ALICANTE,,3644,1,0,2016-08-19,2016-08-21
NESP2116,CIVP LORCA,,3645,0,0,2016-08-20,2016-08-22
NESP2216,CIVP LORCA,,3646,1,0,2016-08-23,2016-08-25
NESP2316,FUENGIROLA,ESP,3647,0,0,2016-08-26,2016-08-28
NESP2416,FUENGIROLA,ESP,3648,1,0,2016-08-26,2016-08-28
NNOR0116,BO,,3649,0,0,2016-05-27,2016-05-29
NNOR0216,BO,NOR,3650,1,0,2016-05-27,2016-05-29
NNOR0316,OSLO,,3651,0,0,2016-06-03,2016-06-05
NNOR0416,OSLO,,3652,1,0,2016-06-03,2016-06-05
NNOR0516,ASKER,,3653,0,0,2016-06-10,2016-06-12
NNOR0616,ASKER,,3654,1,0,2016-06-10,2016-06-12
NNOR0716,ODDANESAND,,3655,0,0,2016-06-17,2016-06-19
NNOR0816,ODDANESAND,,3656,1,0,2016-06-17,2016-06-19
NNOR0916,OSLO,,3657,0,0,2016-07-01,2016-07-03
NNOR1016,OSLO,,3658,1,0,2016-07-01,2016-07-03
NNOR1116,FREDRIKSTAD,,3659,0,0,2016-07-08,2016-07-10
NNOR1216,FREDRIKSTAD,,3660,1,0,2016-07-08,2016-07-10
NNOR1316,TONSBERG,,3661,0,0,2016-08-06,2016-08-07
NNOR1416,TONSBERG,,3662,1,0,2016-07-15,2016-07-17
NNOR1616,KRISTIANSAND,,3663,1,0,2016-07-30,2016-07-31
NNOR1716,KRISTIANSAND,,3664,0,0,2016-07-30,2016-07-31
NNOR1816,LARVIK,,3665,0,0,2016-08-12,2016-08-14
NNOR1916,LARVIK,,3666,1,0,2016-08-12,2016-08-14
NNOR2016,SKIEN,,3667,1,0,2016-08-16,2016-08-17
NNOR2116,SKIEN,,3668,0,0,2016-08-16,2016-08-17
NNOR2216,ODDANESAND,,3669,1,0,2016-08-19,2016-08-21
NNOR2316,ODDANESAND,,3670,0,0,2016-08-19,2016-08-21
NNOR2416,OSLO,,3671,1,0,2016-09-02,2016-09-04
NNOR2516,OSLO,,3672,0,0,2016-09-02,2016-09-04
NNOR2616,GREVERUD,,3673,1,0,2016-11-18,2016-11-20
NNOR2716,GREVERUD,,3674,0,0,2016-11-18,2016-11-20
MCM19SA1,"Clasificatorio Mundial U19 - Lima, Perú",,3675,0,0,2016-05-20,2016-05-22
WCM19SA1,"Clasificatorio Mundial U19 - Lima, Perú",,3676,1,0,2016-05-20,2016-05-22
NNED1816,ST. Anthonis,,3678,0,0,2016-05-14,2016-05-16
NNED1916,ST. Anthonis,,3679,1,0,2016-05-14,2016-05-16
MDEN2016,NEVZA-Zonal Event-Odense,DEN,3680,0,0,2016-05-20,2016-05-22
WDEN2016,NEVZA-Zonal Event-Kolding,DEN,3681,1,0,2016-05-14,2016-05-16
MCRO2016,MEVZA-Zonal Event-Icici,,3682,0,0,2016-06-25,2016-06-26
WCRO2016,MEVZA-Zonal Event-Icici,,3683,1,0,2016-06-25,2016-06-26
MCZE2016,MEVZA-Zonal Event-Prague,CZE,3684,0,0,2016-06-30,2016-07-02
WCZE2016,MEVZA-Zonal Event-Prague,CZE,3685,1,0,2016-06-30,2016-07-02
MSCO2016,SCD-Zonal Event-Perth,,3686,0,0,2016-06-03,2016-06-05
WSCO2016,SCD-Zonal Event-Perth,,3687,1,0,2016-06-03,2016-06-05
MRUS2016,EEVZA - Zonal Event - Moscow,,3688,0,0,2016-06-03,2016-06-05
WRUS2016,EEVZA - Zonal Event - Moscow,,3689,1,0,2016-06-03,2016-06-05
Rio2016M,Men's Olympic Game - Rio 2016,BRA,3690,0,342,2016-08-06,2016-08-18
Rio2016W,Women's Olympic Game - Rio 2016,BRA,3691,1,342,2016-08-06,2016-08-17
NAUT0116,PODERSDORF,AUT,3692,0,0,2016-05-06,2016-05-08
NAUT0216,RUM,,3693,0,0,2016-05-13,2016-05-15
NAUT016,KREMS,,3694,0,0,2016-06-10,2016-06-12
NAUT0316,KREMS,,3695,1,0,2016-06-10,2016-06-12
NAUT0416,ZELL AM SEE,,3696,0,0,2016-06-24,2016-06-26
NAUT0516,FURSTENFELD,,3697,0,0,2016-07-01,2016-07-03
NAUT0616,FURSTENFELD,,3698,1,0,2016-07-01,2016-07-03
NAUT0716,TULLN,,3699,0,0,2016-07-08,2016-07-10
NAUT0816,WOLFURT,,3700,0,0,2016-08-12,2016-08-14
NAUT0916,WOLFURT,,3701,1,0,2016-08-12,2016-08-14
NAUT1016,LITZLBERG,,3702,0,0,2016-08-26,2016-08-28
