no,code,name,bracket,NoTournament_id
95537,PB,Pool B,B,6659
95538,QF,Quarterfinals,W,6659
95539,SF,Semifinals,S,6659
95540,F3,Final 3rd Place,F,6659
95541,F1,Final 1st Place,F,6659
95542,PA,Pool A,A,6605
95543,PB,Pool B,B,6605
95544,PC,Pool C,C,6605
95545,PD,Pool D,D,6605
95546,PE,Pool E,C,6605
95547,PF,Pool F,D,6605
95548,PO,Playoff,W,6605
95549,PA,Pool A,A,6605
95550,PB,Pool B,B,6605
95551,PC,Pool C,C,6605
95552,PD,Pool D,D,6605
95553,C9/11,Classification 9/11,L,6605
95554,QF,Quarterfinals,W,6605
95555,SF,Semifinals,S,6605
95556,F1,Final 1st Place,F,6605
95557,PA,Pool A,A,6604
95558,PB,Pool B,B,6604
95559,PC,Pool C,C,6604
95560,PD,Pool D,D,6604
95561,PE,Pool E,E,6604
95562,PF,Pool F,F,6604
95563,PG,Pool G,G,6604
95564,PH,Pool H,H,6604
95565,PI,Pool I,I,6604
95566,PJ,Pool J,J,6604
95567,PO,Playoff,W,6604
95568,I,Round 1,W,6672
95569,II,Round 2,W,6672
95570,R17,Losers are ranked 17th,L,6672
95571,III,Round 3,W,6672
95572,R13,Losers are ranked 13th,L,6672
95573,R9,Losers are ranked 9th,L,6672
95574,IV,Round 4,W,6672
95575,R7,Losers are ranked 7th,L,6672
95576,R5,Losers are ranked 5th,L,6672
95577,SF,Semifinals,S,6672
95578,F3,Final 3rd Place,F,6672
95579,F1,Final 1st Place,F,6672
95580,I,Round 1,W,6673
95581,II,Round 2,W,6673
95582,R17,Losers are ranked 17th,L,6673
95583,III,Round 3,W,6673
95584,R13,Losers are ranked 13th,L,6673
95585,R9,Losers are ranked 9th,L,6673
95586,IV,Round 4,W,6673
95587,R7,Losers are ranked 7th,L,6673
95588,R5,Losers are ranked 5th,L,6673
95589,SF,Semifinals,S,6673
95590,F3,Final 3rd Place,F,6673
95591,F1,Final 1st Place,F,6673
95592,I,Round 1,W,6674
95593,II,Round 2,W,6674
95594,R17,Losers are ranked 17th,L,6674
95595,III,Round 3,W,6674
95596,R13,Losers are ranked 13th,L,6674
95597,R9,Losers are ranked 9th,L,6674
95598,IV,Round 4,W,6674
95599,R7,Losers are ranked 7th,L,6674
95600,R5,Losers are ranked 5th,L,6674
95601,SF,Semifinals,S,6674
95602,F3,Final 3rd Place,F,6674
95603,F1,Final 1st Place,F,6674
95604,PA,Pool A,A,6604
95605,PB,Pool B,B,6604
95606,PC,Pool C,C,6604
95607,PD,Pool D,D,6604
95608,C9/11,Classification 9/11,L,6604
95609,QF,Quarterfinals,W,6604
95610,SF,Semifinals,S,6604
95611,F1,Final 1st Place,F,6604
95612,I,Round 1,W,6698
95613,PA,Pool A,A,6698
95614,PB,Pool B,B,6698
95615,PC,Pool C,C,6698
95616,PD,Pool D,D,6698
95617,I,Round 1,W,6698
95618,QF,Quarterfinals,W,6698
95619,SF,Semifinals,S,6698
95620,F3,Final 3rd Place,F,6698
95621,F1,Final 1st Place,F,6698
95622,I,Round 1,W,6685
95623,I,Round 1,W,6697
95624,PA,Pool A,A,6697
95625,PB,Pool B,B,6697
95626,PC,Pool C,C,6697
95627,PD,Pool D,D,6697
95628,PE,Pool E,E,6697
95629,PF,Pool F,F,6697
95630,PG,Pool G,G,6697
95631,PH,Pool H,H,6697
95632,R16,Round of 16,W,6697
95633,QF,Quarterfinals,W,6697
95634,SF,Semifinals,S,6697
95635,F3,Final 3rd Place,F,6697
95636,F1,Final 1st Place,F,6697
95637,PA,Pool A,A,6685
95638,PB,Pool B,B,6685
95639,PC,Pool C,C,6685
95640,PD,Pool D,D,6685
95641,R12,Round of 12,W,6685
95642,QF,Quarterfinals,W,6685
95643,SF,Semifinals,S,6685
95644,F3,Final 3rd Place,F,6685
95645,F1,Final 1st Place,F,6685
95646,PA,Pool A,A,6686
95647,PB,Pool B,B,6686
95648,PC,Pool C,C,6686
95649,PD,Pool D,D,6686
95650,R12,Round of 12,W,6686
95651,QF,Quarterfinals,W,6686
95652,SF,Semifinals,S,6686
95653,F3,Final 3rd Place,F,6686
95654,F1,Final 1st Place,F,6686
95664,PA,Pool A,A,6497
95665,PB,Pool B,B,6497
95666,PC,Pool C,C,6497
95667,PD,Pool D,D,6497
95668,R12,Round of 12,W,6497
95669,QF,Quarterfinals,W,6497
95670,SF,Semifinals,S,6497
95671,F3,Final 3rd Place,F,6497
95672,F1,Final 1st Place,F,6497
95673,PA,Pool A,A,6496
95674,PB,Pool B,B,6496
95675,PC,Pool C,C,6496
95676,PD,Pool D,D,6496
95677,R12,Round of 12,W,6496
95678,QF,Quarterfinals,W,6496
95679,SF,Semifinals,S,6496
95680,F3,Final 3rd Place,F,6496
95681,F1,Final 1st Place,F,6496
95702,PA,Pool A,A,6746
95703,PB,Pool B,B,6746
95704,PC,Pool C,C,6746
95705,PD,Pool D,D,6746
95706,R12,Round of 12,W,6746
95707,QF,Quarterfinals,W,6746
95708,SF,Semifinals,S,6746
95709,F3,Final 3rd Place,F,6746
95710,F1,Final 1st Place,F,6746
95711,PA,Pool A,A,6745
95712,PB,Pool B,B,6745
95713,PC,Pool C,C,6745
95714,PD,Pool D,D,6745
95715,R12,Round of 12,W,6745
95716,QF,Quarterfinals,W,6745
95717,SF,Semifinals,S,6745
95718,F3,Final 3rd Place,F,6745
95719,F1,Final 1st Place,F,6745
95720,I,Round 1,W,6300
95721,II,Round 2,W,6300
95722,I,Round 1,W,6299
95723,II,Round 2,W,6299
95727,PA,Pool A,A,6547
95728,PB,Pool B,B,6547
95729,PC,Pool C,C,6547
95730,PD,Pool D,D,6547
95731,R12,Round of 12,W,6547
95732,QF,Quarterfinals,W,6547
95733,SF,Semifinals,S,6547
95734,F3,Final 3rd Place,F,6547
95735,F1,Final 1st Place,F,6547
95739,I,Round 1,W,6548
95740,II,Round 2,W,6548
95741,III,Round 3,W,6548
95766,I,Round 1,W,6547
95767,II,Round 2,W,6547
95768,III,Round 3,W,6547
95773,I,Round 1,W,6479
95774,II,Round 2,W,6479
95775,I,Round 1,W,6478
95776,II,Round 2,W,6478
95777,I,Round 1,W,6476
95778,II,Round 2,W,6476
95779,I,Round 1,W,6477
95780,II,Round 2,W,6477
95790,PA,Pool A,A,6479
95791,PB,Pool B,B,6479
95792,PC,Pool C,C,6479
95793,PD,Pool D,D,6479
95794,R12,Round of 12,W,6479
95795,QF,Quarterfinals,W,6479
95796,SF,Semifinals,S,6479
95797,F3,Final 3rd Place,F,6479
95798,F1,Final 1st Place,F,6479
95799,PA,Pool A,A,6478
95800,PB,Pool B,B,6478
95801,PC,Pool C,C,6478
95802,PD,Pool D,D,6478
95803,R12,Round of 12,W,6478
95804,QF,Quarterfinals,W,6478
95805,SF,Semifinals,S,6478
95806,F3,Final 3rd Place,F,6478
95807,F1,Final 1st Place,F,6478
95808,PA,Pool A,A,6548
95809,PB,Pool B,B,6548
95810,PC,Pool C,C,6548
95811,PD,Pool D,D,6548
95812,R12,Round of 12,W,6548
95813,QF,Quarterfinals,W,6548
95814,SF,Semifinals,S,6548
95815,F3,Final 3rd Place,F,6548
95816,F1,Final 1st Place,F,6548
95826,PA,Pool A,A,6477
95827,PB,Pool B,B,6477
95828,PC,Pool C,C,6477
95829,PD,Pool D,D,6477
95830,R12,Round of 12,W,6477
95831,QF,Quarterfinals,W,6477
95832,SF,Semifinals,S,6477
95833,F3,Final 3rd Place,F,6477
95834,F1,Final 1st Place,F,6477
95836,I,Round 1,W,6714
95837,PA,Pool A,A,6476
95838,PB,Pool B,B,6476
95839,PC,Pool C,C,6476
95840,PD,Pool D,D,6476
95841,R12,Round of 12,W,6476
95842,QF,Quarterfinals,W,6476
95843,SF,Semifinals,S,6476
95844,F3,Final 3rd Place,F,6476
95845,F1,Final 1st Place,F,6476
95846,PA,Pool A,A,6714
95847,PB,Pool B,B,6714
95848,PC,Pool C,C,6714
95849,PD,Pool D,D,6714
95850,R12,Round of 12,W,6714
95851,QF,Quarterfinals,W,6714
95852,SF,Semifinals,S,6714
95853,F3,Final 3rd Place,F,6714
95854,F1,Final 1st Place,F,6714
95855,PA,Pool A,A,6715
95856,PB,Pool B,B,6715
95857,PC,Pool C,C,6715
95858,PD,Pool D,D,6715
95859,R12,Round of 12,W,6715
95860,QF,Quarterfinals,W,6715
95861,SF,Semifinals,S,6715
95862,F3,Final 3rd Place,F,6715
95863,F1,Final 1st Place,F,6715
95951,I,Round 1,W,6728
95952,II,Round 2,W,6728
95953,R13,Loser are ranked 13th,L,6728
95954,R9,Loser are ranked 9th,L,6728
95955,III,Round 3,W,6728
95956,R7,Loser are ranked 7th,L,6728
95957,R5,Loser are ranked 5th,L,6728
95958,SF,Semifinals,W,6728
95959,F3,Final 3rd Place,F,6728
95960,F1,Final 1st Place,F,6728
95961,I,Round 1,W,6729
95962,II,Round 2,W,6729
95963,R13,Loser are ranked 13th,L,6729
95964,R9,Loser are ranked 9th,L,6729
95965,III,Round 3,W,6729
95966,R7,Loser are ranked 7th,L,6729
95967,R5,Loser are ranked 5th,L,6729
95968,SF,Semifinals,W,6729
95969,F3,Final 3rd Place,F,6729
95970,F1,Final 1st Place,F,6729
95971,I,Round 1,W,6581
95972,II,Round 2,W,6581
95973,R13,Loser are ranked 13th,L,6581
95974,R9,Loser are ranked 9th,L,6581
95975,III,Round 3,W,6581
95976,R7,Loser are ranked 7th,L,6581
95977,R5,Loser are ranked 5th,L,6581
95978,SF,Semifinals,W,6581
95979,F3,Final 3rd Place,F,6581
95980,F1,Final 1st Place,F,6581
95981,I,Round 1,W,6580
95982,II,Round 2,W,6580
95983,R13,Loser are ranked 13th,L,6580
95984,R9,Loser are ranked 9th,L,6580
95985,III,Round 3,W,6580
95986,R7,Loser are ranked 7th,L,6580
95987,R5,Loser are ranked 5th,L,6580
95988,SF,Semifinals,W,6580
95989,F3,Final 3rd Place,F,6580
95990,F1,Final 1st Place,F,6580
95991,I,Round 1,W,6448
95992,II,Round 2,W,6448
95993,R7,Loser are ranked 7th,L,6448
95994,R5,Loser are ranked 5th,L,6448
95995,SF,Semifinals,W,6448
95996,F3,Final 3rd Place,F,6448
95997,F1,Final 1st Place,F,6448
95998,I,Round 1,W,6448
95999,I,Round 1,W,6449
96000,I,Round 1,W,6449
96001,II,Round 2,W,6449
96002,R7,Loser are ranked 7th,L,6449
96003,R5,Loser are ranked 5th,L,6449
96004,SF,Semifinals,W,6449
96005,F3,Final 3rd Place,F,6449
96006,F1,Final 1st Place,F,6449
96077,PA,Pool A,A,6760
96078,PB,Pool B,B,6760
96079,PC,Pool C,C,6760
96080,QF,Quarterfinals,S,6760
96081,SF,Semifinals,S,6760
96082,F3,Final 3rd Place,F,6760
96083,F1,Final 1st Place,F,6760
96084,I,Round 1,W,6550
96085,II,Round 2,W,6550
96086,III,Round 3,W,6550
96087,PA,Pool A,A,6550
96088,PB,Pool B,B,6550
96089,PC,Pool C,C,6550
96090,PD,Pool D,D,6550
96091,QF,Quarterfinals,W,6550
96092,SF,Semifinals,S,6550
96093,F3,Final 3rd Place,F,6550
96094,F1,Final 1st Place,F,6550
96095,I,Round 1,W,6549
96096,II,Round 2,W,6549
96097,III,Round 3,W,6549
96098,PA,Pool A,A,6549
96099,PB,Pool B,B,6549
96100,PC,Pool C,C,6549
96101,PD,Pool D,D,6549
96102,QF,Quarterfinals,W,6549
96103,SF,Semifinals,S,6549
96104,F3,Final 3rd Place,F,6549
96105,F1,Final 1st Place,F,6549
96122,I,Round 1,W,6792
96123,II,Round 2,W,6792
96124,R13,Loser are ranked 13th,L,6792
96125,R9,Loser are ranked 9th,L,6792
96126,III,Round 3,W,6792
96127,R7,Loser are ranked 7th,L,6792
96128,R5,Loser are ranked 5th,L,6792
96129,SF,Semifinals,W,6792
96130,F3,Final 3rd Place,F,6792
96131,F1,Final 1st Place,F,6792
96132,I,Round 1,W,6793
96133,II,Round 2,W,6793
96134,R13,Loser are ranked 13th,L,6793
96135,R9,Loser are ranked 9th,L,6793
96136,III,Round 3,W,6793
96137,R7,Loser are ranked 7th,L,6793
96138,R5,Loser are ranked 5th,L,6793
96139,SF,Semifinals,W,6793
96140,F3,Final 3rd Place,F,6793
96141,F1,Final 1st Place,F,6793
96150,PA,Pool A,A,6779
96151,PB,Pool B,B,6779
96152,LSF,Loser Semifinals,L,6779
96153,SF,Semifinals,S,6779
96154,F7,Final 7th Place,F,6779
96155,F5,Final 5th Place,F,6779
96156,F3,Final 3rd Place,F,6779
96157,F1,Final 1st Place,F,6779
96158,PA,Pool A,A,6778
96159,PB,Pool B,B,6778
96160,LSF,Loser Semifinals,L,6778
96161,SF,Semifinals,S,6778
96162,F7,Final 7th Place,F,6778
96163,F5,Final 5th Place,F,6778
96164,F3,Final 3rd Place,F,6778
96165,F1,Final 1st Place,F,6778
96200,I,Round 1,W,6450
96201,II,Round 2,W,6450
96202,R7,Loser are ranked 7th,L,6450
96203,R5,Loser are ranked 5th,L,6450
96204,SF,Semifinals,W,6450
96205,F3,Final 3rd Place,F,6450
96206,F1,Final 1st Place,F,6450
96207,I,Round 1,W,6451
96208,II,Round 2,W,6451
96209,R7,Loser are ranked 7th,L,6451
96210,R5,Loser are ranked 5th,L,6451
96211,SF,Semifinals,W,6451
96212,F3,Final 3rd Place,F,6451
96213,F1,Final 1st Place,F,6451
96214,I,Round 1,W,6363
96215,II,Round 2,W,6363
96229,I,Round 1,W,6529
96230,II,Round 2,W,6529
96231,I,Round 1,W,6362
96232,II,Round 2,W,6362
96242,I,Round 1,W,6795
96243,II,Round 2,W,6795
96244,R17,Losers are ranked 17th,L,6795
96245,III,Round 3,W,6795
96246,R13,Losers are ranked 13th,L,6795
96247,R9,Losers are ranked 9th,L,6795
96248,IV,Round 4,W,6795
96249,R7,Losers are ranked 7th,L,6795
96250,R5,Losers are ranked 5th,L,6795
96251,SF,Semifinals,S,6795
96252,F3,Final 3rd Place,F,6795
96253,F1,Final 1st Place,F,6795
96254,I,Round 1,W,6699
96255,II,Round 2,W,6699
96256,III,Round 3,W,6699
96257,PA,Pool A,A,6699
96258,PB,Pool B,B,6699
96259,PC,Pool C,C,6699
96260,PD,Pool D,D,6699
96261,I,Round 1,W,6699
96262,QF,Quarterfinals,W,6699
96263,SF,Semifinals,S,6699
96264,F3,Final 3rd Place,F,6699
96265,F1,Final 1st Place,F,6699
96266,I,Round 1,W,6700
96267,II,Round 2,W,6700
96268,PA,Pool A,A,6700
96269,PB,Pool B,B,6700
96270,PC,Pool C,C,6700
96271,PD,Pool D,D,6700
96272,I,Round 1,W,6700
96273,QF,Quarterfinals,W,6700
96274,SF,Semifinals,S,6700
96275,F3,Final 3rd Place,F,6700
96276,F1,Final 1st Place,F,6700
96277,PA,Pool A,A,6363
96278,PB,Pool B,B,6363
96279,PC,Pool C,C,6363
96280,PD,Pool D,D,6363
96281,R12,Round of 12,W,6363
96282,QF,Quarterfinals,W,6363
96283,SF,Semifinals,S,6363
96284,F3,Final 3rd Place,F,6363
96285,F1,Final 1st Place,F,6363
96336,PA,Pool A,A,6529
96337,PB,Pool B,B,6529
96338,PC,Pool C,C,6529
96339,PD,Pool D,D,6529
96340,R12,Round of 12,W,6529
96341,QF,Quarterfinals,W,6529
96342,SF,Semifinals,S,6529
96343,F3,Final 3rd Place,F,6529
96344,F1,Final 1st Place,F,6529
96345,PA,Pool A,A,6770
96346,PB,Pool B,B,6770
96347,PC,Pool C,C,6770
96348,PD,Pool D,D,6770
96349,PE,Pool E,E,6770
96350,PF,Pool F,F,6770
96351,PG,Pool G,G,6770
96352,PH,Pool H,H,6770
96353,R16,Round of 16,W,6770
96354,QF,Quarterfinals,W,6770
96355,SF,Semifinals,S,6770
96356,F3,Final 3rd Place,F,6770
96357,F1,Final 1st Place,F,6770
96371,PA,Pool A,A,6771
96372,PB,Pool B,B,6771
96373,PC,Pool C,C,6771
96374,PD,Pool D,D,6771
96375,PE,Pool E,E,6771
96376,PF,Pool F,F,6771
96377,PG,Pool G,G,6771
96378,PH,Pool H,H,6771
96379,I,Round 1,W,6771
96380,II,Round 2,W,6771
96381,SF,Semifinals,S,6771
96382,F3,Final 3rd Place,F,6771
96383,F1,Final 1st Place,F,6771
96384,PA,Pool A,A,6717
96385,PB,Pool B,B,6717
96386,PC,Pool C,C,6717
96387,PD,Pool D,D,6717
96388,R12,Round of 12,W,6717
96389,QF,Quarterfinals,W,6717
96390,SF,Semifinals,S,6717
96391,F3,Final 3rd Place,F,6717
96392,F1,Final 1st Place,F,6717
96393,PA,Pool A,A,6716
96394,PB,Pool B,B,6716
96395,PC,Pool C,C,6716
96396,PD,Pool D,D,6716
96397,R12,Round of 12,W,6716
96398,QF,Quarterfinals,W,6716
96399,SF,Semifinals,S,6716
96400,F3,Final 3rd Place,F,6716
96401,F1,Final 1st Place,F,6716
96402,PA,Pool A,A,6687
96403,PB,Pool B,B,6687
96404,PC,Pool C,C,6687
96405,PD,Pool D,D,6687
96406,R12,Round of 12,W,6687
96407,QF,Quarterfinals,W,6687
96408,SF,Semifinals,S,6687
96409,F3,Final 3rd Place,F,6687
96410,F1,Final 1st Place,F,6687
96411,I,Round 1,W,6687
96412,II,Round 2,W,6687
96413,PA,Pool A,A,6688
96414,PB,Pool B,B,6688
96415,PC,Pool C,C,6688
96416,PD,Pool D,D,6688
96417,R12,Round of 12,W,6688
96418,QF,Quarterfinals,W,6688
96419,SF,Semifinals,S,6688
96420,F3,Final 3rd Place,F,6688
96421,F1,Final 1st Place,F,6688
96423,PA,Pool A,A,6362
96424,PB,Pool B,B,6362
96425,PC,Pool C,C,6362
96426,PD,Pool D,D,6362
96427,R12,Round of 12,W,6362
96428,QF,Quarterfinals,W,6362
96429,SF,Semifinals,S,6362
96430,F3,Final 3rd Place,F,6362
96431,F1,Final 1st Place,F,6362
96432,PA,Pool A,A,6507
96433,PB,Pool B,B,6507
96434,PC,Pool C,C,6507
96435,PD,Pool D,D,6507
96436,R12,Round of 12,W,6507
96437,QF,Quarterfinals,W,6507
96438,SF,Semifinals,S,6507
96439,F3,Final 3rd Place,F,6507
96440,F1,Final 1st Place,F,6507
96441,PA,Pool A,A,6508
96442,PB,Pool B,B,6508
96443,PC,Pool C,C,6508
96444,PD,Pool D,D,6508
96445,R12,Round of 12,W,6508
96446,QF,Quarterfinals,W,6508
96447,SF,Semifinals,S,6508
96448,F3,Final 3rd Place,F,6508
96449,F1,Final 1st Place,F,6508
96450,I,Round 1,W,6794
96451,II,Round 2,W,6794
96452,R13,Loser are ranked 13th,L,6794
96453,R9,Loser are ranked 9th,L,6794
96454,III,Round 3,W,6794
96455,R7,Loser are ranked 7th,L,6794
96456,R5,Loser are ranked 5th,L,6794
96457,SF,Semifinals,W,6794
96458,F3,Final 3rd Place,F,6794
96459,F1,Final 1st Place,F,6794
96460,I,Round 1,W,6688
96488,PA,Pool A,A,6781
96489,PB,Pool B,B,6781
96490,QF,Quarterfinals,W,6781
96491,QFL,Quarterfinals Loser,L,6781
96492,LQ,Loser Quarterfinals,L,6781
96493,SF,Semifinals,S,6781
96494,LSF,Loser Semifinals,L,6781
96495,F7,Final 7th Place,F,6781
96496,F5,Final 5th Place,F,6781
96497,F3,Final 3rd Place,F,6781
96498,F1,Final 1st Place,F,6781
96563,PA,Pool A,A,6780
96564,PB,Pool B,B,6780
96565,QF,Quarterfinals,W,6780
96566,QFL,Quarterfinals Loser,L,6780
96567,LQ,Loser Quarterfinals,L,6780
96568,SF,Semifinals,S,6780
96569,LSF,Loser Semifinals,L,6780
96570,F7,Final 7th Place,F,6780
96571,F5,Final 5th Place,F,6780
96572,F3,Final 3rd Place,F,6780
96573,F1,Final 1st Place,F,6780
96574,I,Round 1,W,6730
96575,II,Round 2,W,6730
96576,R13,Loser are ranked 13th,L,6730
96577,R9,Loser are ranked 9th,L,6730
96578,III,Round 3,W,6730
96579,R7,Loser are ranked 7th,L,6730
96580,R5,Loser are ranked 5th,L,6730
96581,SF,Semifinals,W,6730
96582,F3,Final 3rd Place,F,6730
96583,F1,Final 1st Place,F,6730
96584,I,Round 1,W,6731
96585,II,Round 2,W,6731
96586,R13,Loser are ranked 13th,L,6731
96587,R9,Loser are ranked 9th,L,6731
96588,III,Round 3,W,6731
96589,R7,Loser are ranked 7th,L,6731
96590,R5,Loser are ranked 5th,L,6731
96591,SF,Semifinals,W,6731
96592,F3,Final 3rd Place,F,6731
96593,F1,Final 1st Place,F,6731
96594,PA,Pool A,A,6761
96595,PB,Pool B,B,6761
96596,PC,Pool C,C,6761
96597,PD,Pool D,D,6761
96598,QF,Quarterfinals,W,6761
96599,SF,Semifinals,S,6761
96600,F3,Final 3rd Place,F,6761
96601,F1,Final 1st Place,F,6761
96625,I,Round 1,W,6347
96626,II,Round 2,W,6347
96627,R7,Loser are ranked 7th,L,6347
96628,R5,Loser are ranked 5th,L,6347
96629,SF,Semifinals,W,6347
96635,I,Round 1,W,6348
96636,II,Round 2,W,6348
96637,R7,Loser are ranked 7th,L,6348
96638,R5,Loser are ranked 5th,L,6348
96639,SF,Semifinals,W,6348
96640,PA,Pool A,A,6606
96641,PB,Pool B,B,6606
96642,PC,Pool C,C,6606
96643,PD,Pool D,D,6606
96644,PO,Play-off,W,6606
96645,PA,Pool A,A,6606
96646,PB,Pool B,B,6606
96647,PC,Pool C,C,6606
96648,PD,Pool D,D,6606
96649,R12,Round of 12,W,6606
96650,QF,Quarterfinals,W,6606
96651,QFL,Quarterfinals Losers,W,6606
96652,SF,Semifinals,S,6606
96653,F3,Final 3rd Place,F,6606
96654,F1,Final 1st Place,F,6606
96655,PA,Pool A,A,6607
96656,PB,Pool B,B,6607
96657,PC,Pool C,C,6607
96658,PD,Pool D,D,6607
96659,R12,Round of 12,W,6607
96660,QF,Quarterfinals,W,6607
96661,QFL,Quarterfinals Losers,W,6607
96662,SF,Semifinals,S,6607
96663,F3,Final 3rd Place,F,6607
96664,F1,Final 1st Place,F,6607
96682,I,Round 1,W,6617
96683,PA,Pool A,A,6510
96684,PB,Pool B,B,6510
96685,PC,Pool C,C,6510
96686,PD,Pool D,D,6510
96687,R12,Round of 12,W,6510
96688,QF,Quarterfinals,W,6510
96689,SF,Semifinals,S,6510
96690,F3,Final 3rd Place,F,6510
96691,F1,Final 1st Place,F,6510
96692,PA,Pool A,A,6509
96693,PB,Pool B,B,6509
96694,PC,Pool C,C,6509
96695,PD,Pool D,D,6509
96696,R12,Round of 12,W,6509
96697,QF,Quarterfinals,W,6509
96698,SF,Semifinals,S,6509
96699,F3,Final 3rd Place,F,6509
96700,F1,Final 1st Place,F,6509
96701,PA,Pool A,A,6347
96702,PB,Pool B,B,6347
96703,PC,Pool C,C,6347
96704,PD,Pool D,D,6347
96705,PE,Pool E,E,6347
96706,PF,Pool F,F,6347
96707,PG,Pool G,G,6347
96708,PH,Pool H,H,6347
96709,R24,Round of 24,W,6347
96710,R16,Round of 16,W,6347
96711,C25-29,Classification 25-29,L,6347
96712,C17-21,Classification 17-21,L,6347
96713,C9-13,Classification 9-13,L,6347
96714,QF,Quarterfinals,W,6347
96715,LQF,Loser Quarterfinals,W,6347
96716,SF,Semifinals,S,6347
96717,F7,Final 7th Place,F,6347
96718,F5,Final 5rd Place,F,6347
96719,F3,Final 3rd Place,F,6347
96720,F1,Final 1st Place,F,6347
96721,PA,Pool A,A,6348
96722,PB,Pool B,B,6348
96723,PC,Pool C,C,6348
96724,PD,Pool D,D,6348
96725,PE,Pool E,E,6348
96726,PF,Pool F,F,6348
96727,PG,Pool G,G,6348
96728,PH,Pool H,H,6348
96729,R24,Round of 24,W,6348
96730,R16,Round of 16,W,6348
96731,C25-29,Classification 25-29,L,6348
96732,C17-21,Classification 17-21,L,6348
96733,C9-13,Classification 9-13,L,6348
96734,QF,Quarterfinals,W,6348
96735,LQF,Loser Quarterfinals,W,6348
96736,SF,Semifinals,S,6348
96737,F7,Final 7th Place,F,6348
96738,F5,Final 5rd Place,F,6348
96739,F3,Final 3rd Place,F,6348
96740,F1,Final 1st Place,F,6348
96741,I,Round 1,W,6530
96742,II,Round 2,W,6530
96743,PA,Pool A,A,6530
96744,PB,Pool B,B,6530
96745,PC,Pool C,C,6530
96746,PD,Pool D,D,6530
96747,R12,Round of 12,W,6530
96748,QF,Quarterfinals,W,6530
96749,SF,Semifinals,S,6530
96750,F3,Final 3rd Place,F,6530
96751,F1,Final 1st Place,F,6530
96752,PA,Pool A,A,6812
96753,PB,Pool B,B,6812
96754,QF,Quarterfinals,Q,6812
96755,SF,Semifinals,S,6812
96756,F5,Final 5th Place,F,6812
96757,F3,Final 3rd Place,F,6812
96758,F1,Final 1st Place,F,6812
96759,PA,Pool A,A,6813
96760,PB,Pool B,B,6813
96761,QF,Quarterfinals,Q,6813
96762,SF,Semifinals,S,6813
96763,F5,Final 5th Place,F,6813
96764,F3,Final 3rd Place,F,6813
96765,F1,Final 1st Place,F,6813
96766,I,Round 1,W,6732
96767,II,Round 2,W,6732
96768,R25,Losers are ranked 25th,L,6732
96769,R17,Losers are ranked 17th,L,6732
96770,III,Round 3,W,6732
96771,R13,Losers are ranked 13th,L,6732
96772,R9,Losers are ranked 9th,L,6732
96773,IIII,Round 4,W,6732
96774,R7,Losers are ranked 7th,L,6732
96775,R5,Losers are ranked 5th,L,6732
96776,SF,Semifinals,S,6732
96777,F3,Final 3rd Place,F,6732
96778,F1,Final 1st Place,F,6732
96779,I,Round 1,W,6733
96780,II,Round 2,W,6733
96781,R25,Losers are ranked 25th,L,6733
96782,R17,Losers are ranked 17th,L,6733
96783,III,Round 3,W,6733
96784,R13,Losers are ranked 13th,L,6733
96785,R9,Losers are ranked 9th,L,6733
96786,IIII,Round 4,W,6733
96787,R7,Losers are ranked 7th,L,6733
96788,R5,Losers are ranked 5th,L,6733
96789,SF,Semifinals,S,6733
96790,F3,Final 3rd Place,F,6733
96791,F1,Final 1st Place,F,6733
96792,I,Round 1,W,6552
96793,II,Round 2,W,6552
96794,III,Round 3,W,6552
96795,PA,Pool A,A,6552
96796,PB,Pool B,B,6552
96797,PC,Pool C,C,6552
96798,PD,Pool D,D,6552
96799,R12,Round of 12,W,6552
96800,QF,Quarterfinals,W,6552
96801,SF,Semifinals,S,6552
96802,F3,Final 3rd Place,F,6552
96803,F1,Final 1st Place,F,6552
96810,PA,Pool A,A,6551
96811,PB,Pool B,B,6551
96812,PC,Pool C,C,6551
96813,PD,Pool D,D,6551
96814,R12,Round of 12,W,6551
96815,QF,Quarterfinals,W,6551
96816,SF,Semifinals,S,6551
96817,F3,Final 3rd Place,F,6551
96818,F1,Final 1st Place,F,6551
96883,PA,Pool A,A,6557
96884,PB,Pool B,B,6557
96885,PC,Pool C,C,6557
96886,PD,Pool D,D,6557
96887,PE,Pool E,E,6557
96888,PF,Pool F,F,6557
96889,PG,Pool G,G,6557
96890,PH,Pool H,H,6557
96891,R24,Round 1,W,6557
96892,QF25/32,Quarterfinals for place 25 to 32,L,6557
96893,SF25/32,Semifinals for place 25 to 32,L,6557
96894,LSF25/32,Loser Semifinals for place 25 to 32,L,6557
96895,QF17/24,Quarterfinals for place 17 to 24,L,6557
96896,SF17/24,Semifinals for place 17 to 24,L,6557
96897,LSF17/24,Loser Semifinals for place 17 to 24,L,6557
96898,QF9/16,Quarterfinals for place 9 to 16,L,6557
96899,SF9/16,Semifinals for place 9 to 16,L,6557
96900,LSF9/16,Loser Semifinals for place 9 to 16,L,6557
96901,R16,Round 2,W,6557
96902,QF,Round 3,W,6557
96903,QFL,Quarterfinals Loser,L,6557
96904,SF,Semifinals,S,6557
96905,F31,Match for 31th,L,6557
96906,F29,Match for 29th,L,6557
96907,F27,Match for 27th,L,6557
96908,F25,Match for 25th,L,6557
96909,F23,Match for 23th,L,6557
96910,F21,Match for 21st,L,6557
